Time (s),Forward Acceleration (cm/s^2),Roll (deg)
19.0642314927184,1,1.57563526749194
19.0742269417476,5,1.50401548260594
19.0842223907767,4,1.41807174074275
19.0942178398058,18,1.33212799887955
19.1042132888349,38,1.27483217097075
19.1142087378641,74,1.21753634306195
19.1242041868932,72,1.16024051515316
19.1341996359223,65,1.11726864422156
19.1441950849515,58,1.11726864422156
19.1541905339806,83,1.11726864422156
19.1641859830097,80,1.11726864422156
19.1741814320388,91,1.11726864422156
19.184176881068,93,1.11726864422156
19.1941723300971,81,1.10294468724436
19.2041677791262,73,1.07429677328996
19.2141632281553,73,1.03132490235836
19.2241586771845,76,0.988353031426762
19.2341541262136,91,0.931057203517964
19.2441495752427,99,0.845113461654767
19.2541450242718,102,0.77349367676877
19.264140473301,120,0.673225977928374
19.2741359223301,140,0.572958279087978
19.2841313713592,159,0.458366623270382
19.2941268203883,153,0.343774967452787
19.3041222694175,99,0.200535397680792
19.3141177184466,32,0.0572958279087978
19.3241131674757,-16,-0.0859437418631967
19.3341086165048,-98,-0.272155182566789
19.344104065534,-238,-0.501338494201981
19.3540995145631,-329,-0.830789504677568
19.3640949635922,-375,-1.26050821399355
19.3740904126214,-465,-1.73319879424113
19.3840858616505,-527,-2.17724146053432
19.3940813106796,-497,-2.5066924710099
19.4040767597087,-400,-2.72155182566789
19.4140722087379,-288,-2.82181952450829
19.424067657767,-195,-2.86479139543989
19.4340631067961,-149,-2.85046743846269
19.4440585558252,-134,-2.79317161055389
19.4540540048544,-120,-2.73587578264509
19.4640494538835,-117,-2.6929039117135
19.4740449029126,-132,-2.6929039117135
19.4840403519417,-158,-2.72155182566789
19.4940358009709,-178,-2.77884765357669
22.5026659587379,253,1.10294468724436
22.512661407767,162,1.20321238608475
22.5226568567961,-11,1.33212799887955
22.5326523058252,-204,1.51833943958314
22.5426477548544,-342,1.80481857912713
22.5526432038835,-389,2.16291750355712
22.5626386529126,-389,2.5496643419415
22.5726341019417,-403,2.87911535241709
22.5826295509709,-416,3.12262262102948
22.592625,-373,3.29451010475587
22.6026204490291,-290,3.38045384661907
22.6126158980582,-208,3.40910176057347
22.6226113470874,-156,3.40910176057347
22.6326067961165,-133,3.39477780359627
22.6426022451456,-127,3.38045384661907
22.6525976941748,-116,3.39477780359627
22.6625931432039,-112,3.42342571755067
22.672588592233,-126,3.49504550243666
22.6825840412621,-153,3.58098924429986
22.6925794902913,-184,3.63828507220866
22.7025749393204,-209,3.65260902918586
22.7125703883495,-220,3.63828507220866
22.7225658373786,-204,3.59531320127706
22.7325612864078,-179,3.50936945941386
22.7425567354369,-163,3.39477780359627
22.752552184466,-153,3.23721427684707
22.7625476334951,-143,3.03667887916628
22.7725430825243,-119,2.80749556753109
22.7825385315534,-82,2.5783122558959
22.7925339805825,-35,2.33480498728351
22.8025294296116,7,2.11994563262552
22.8125248786408,38,1.91941023494473
22.8225203276699,52,1.73319879424113
22.832515776699,43,1.58995922446914
22.8425112257282,35,1.46104361167434
22.8525066747573,27,1.33212799887955
22.8625021237864,23,1.21753634306195
22.8724975728155,22,1.11726864422156
22.8824930218447,32,1.00267698840396
22.8924884708738,52,0.888085332586366
22.9024839199029,71,0.77349367676877
22.912479368932,96,0.658902020951174
22.9224748179612,111,0.529986408156379
22.9324702669903,112,0.401070795361584
22.9424657160194,93,0.272155182566789
22.9524611650485,72,0.143239569771994
22.9624566140777,66,0.0429718709315983
22.9724520631068,53,-0.0143239569771994
22.9824475121359,50,-0.0572958279087978
22.992442961165,55,-0.0859437418631967
23.0024384101942,61,-0.100267698840396
23.0124338592233,54,-0.100267698840396
23.0224293082524,36,-0.0859437418631967
23.0324247572815,22,-0.0716197848859972
23.0424202063107,33,-0.0716197848859972
23.0524156553398,63,-0.0859437418631967
23.0624111043689,100,-0.100267698840396
23.0724065533981,128,-0.128915612794795
23.0824020024272,135,-0.171887483726393
23.0923974514563,139,-0.229183311635191
23.1023929004854,152,-0.25783122558959
23.1123883495146,163,-0.272155182566789
23.1223837985437,148,-0.286479139543989
23.1323792475728,106,-0.315127053498388
23.1423746966019,40,-0.386746838384385
23.1523701456311,-45,-0.51566245117918
23.1623655946602,-150,-0.744845762814371
23.1723610436893,-252,-1.03132490235836
23.1823564927184,-337,-1.33212799887955
23.1923519417476,-404,-1.60428318144634
23.2023473907767,-426,-1.83346649308153
23.2123428398058,-382,-1.96238210587632
23.2223382888349,-310,-2.01967793378512
23.2323337378641,-228,-2.00535397680792
23.2423291868932,-155,-1.91941023494473
23.2523246359223,-97,-1.79049462214993
23.2623200849514,-62,-1.61860713842354
23.2723155339806,-61,-1.44671965469714
23.2823109830097,-96,-1.24618425701635
23.2923064320388,-152,-1.03132490235836
23.302301881068,-202,-0.816465547700368
23.3122973300971,-215,-0.601606193042377
23.3222927791262,-186,-0.401070795361584
23.3322882281553,-149,-0.229183311635191
23.3422836771845,-110,-0.0716197848859972
23.3522791262136,-71,0.0859437418631967
23.3622745752427,-53,0.25783122558959
23.3722700242718,-71,0.444042666293183
23.382265473301,-91,0.673225977928374
23.3922609223301,-78,0.916733246540764
23.4022563713592,-52,1.20321238608475
23.4122518203883,-37,1.48969152562874
23.4222472694175,-27,1.76184670819553
23.4322427184466,-25,2.01967793378512
23.4422381674757,-15,2.26318520239751
23.4522336165049,2,2.5066924710099
23.462229065534,12,2.72155182566789
23.4722245145631,18,2.92208722334869
23.4822199635922,27,3.12262262102948
23.4922154126214,39,3.32315801871027
23.5022108616505,38,3.48072154545947
23.5122063106796,26,3.60963715825426
23.5222017597087,14,3.72422881407186
23.5321972087379,24,3.81017255593505
23.542192657767,32,3.85314442686665
23.5521881067961,15,3.88179234082105
23.5621835558252,8,3.86746838384385
23.5721790048544,10,3.83882046988945
23.5821744538835,17,3.76720068500345
23.5921699029126,10,3.65260902918586
23.6021653519417,2,3.50936945941386
23.6121608009709,0,3.36612988964187
23.62215625,12,3.20856636289268
23.6321516990291,23,3.05100283614348
23.6421471480582,32,2.92208722334869
23.6521425970874,51,2.86479139543989
23.6621380461165,66,2.83614348148549
23.6721334951456,83,2.85046743846269
23.6821289441748,110,2.85046743846269
23.6921243932039,149,2.82181952450829
23.702119842233,212,2.73587578264509
23.7121152912621,279,2.5926362128731
23.7221107402913,313,2.40642477216951
23.7321061893204,295,2.20588937448871
23.7421016383495,208,2.00535397680792
23.7520970873786,57,1.84779045005873
23.7620925364078,-133,1.77617066517273
23.7720879854369,-438,1.86211440703593
23.782083434466,-714,2.09129771867112
23.7920788834951,-818,2.43507268612391
23.8020743325243,-702,2.80749556753109
23.8120697815534,-504,3.12262262102948
23.8220652305825,-336,3.39477780359627
23.8320606796116,-186,3.55234133034546
23.8420561286408,-72,3.59531320127706
23.8520515776699,13,3.55234133034546
23.862047026699,41,3.42342571755067
23.8720424757281,-10,3.26586219080147
23.8820379247573,-117,3.12262262102948
23.8920333737864,-197,3.05100283614348
23.9020288228155,-207,3.05100283614348
23.9120242718447,-162,3.03667887916628
23.9220197208738,-147,2.99370700823468
23.9320151699029,-160,2.89343930939429
23.942010618932,-146,2.72155182566789
23.9520060679612,-116,2.4780445570555
23.9620015169903,-91,2.19156541751152
23.9719969660194,-64,1.89076232099033
23.9819924150485,-40,1.61860713842354
23.9919878640777,-18,1.37509986981115
24.0019833131068,-14,1.18888842910755
24.0119787621359,-19,1.03132490235836
24.021974211165,-30,0.902409289563565
24.0319696601942,-35,0.802141590723169
24.0419651092233,-20,0.701873891882773
24.0519605582524,3,0.601606193042377
24.0619560072815,22,0.51566245117918
24.0719514563107,36,0.429718709315983
24.0819469053398,41,0.358098924429986
24.0919423543689,37,0.300803096521188
24.1019378033981,41,0.25783122558959
24.1119332524272,59,0.214859354657992
24.1219287014563,76,0.171887483726393
24.1319241504854,73,0.114591655817596
24.1419195995146,49,0.0429718709315983
24.1519150485437,14,-0.0286479139543989
24.1619104975728,-5,-0.114591655817596
24.1719059466019,9,-0.214859354657992
24.1819013956311,43,-0.286479139543989
24.1918968446602,75,-0.343774967452787
24.2018922936893,95,-0.386746838384385
24.2118877427184,107,-0.415394752338784
24.2218831917476,125,-0.444042666293183
24.2318786407767,147,-0.458366623270382
24.2418740898058,170,-0.501338494201981
24.2518695388349,193,-0.529986408156379
24.2618649878641,209,-0.558634322110778
24.2718604368932,209,-0.601606193042377
24.2818558859223,200,-0.630254106996776
24.2918513349515,168,-0.658902020951174
24.3018467839806,175,-0.658902020951174
24.3118422330097,178,-0.658902020951174
24.3218376820388,166,-0.644578063973975
24.331833131068,126,-0.701873891882773
24.3418285800971,31,-0.830789504677568
24.3518240291262,-68,-1.05997281631276
24.3618194781553,-228,-1.43239569771994
24.3718149271845,-390,-1.87643836401313
24.3818103762136,-519,-2.34912894426071
24.3918058252427,-514,-2.80749556753109
24.4018012742718,-528,-3.13694657800668
24.411796723301,-405,-3.32315801871027
24.4217921723301,-293,-3.40910176057347
24.4317876213592,-295,-3.50936945941386
24.4417830703883,-100,-3.40910176057347
24.4517785194175,-74,-3.26586219080147
24.4617739684466,-76,-3.07965075009788
24.4717694174757,-67,-2.89343930939429
24.4817648665048,-86,-2.7072278686907
24.491760315534,-148,-2.5926362128731
24.5017557645631,-145,-2.42074872914671
24.5117512135922,-176,-2.29183311635191
24.5217466626214,-194,-2.20588937448871
24.5317421116505,-140,-2.13426958960272
24.5417375606796,-142,-2.01967793378512
24.5517330097087,-114,-1.87643836401313
24.5617284587379,-99,-1.66157900935514
24.571723907767,-86,-1.38942382678835
24.5817193567961,-61,-1.10294468724436
24.5917148058252,-18,-0.816465547700368
24.6017102548544,14,-0.558634322110778
24.6117057038835,24,-0.300803096521188
24.6217011529126,23,-0.0716197848859972
24.6316966019417,26,0.128915612794795
24.6416920509709,32,0.343774967452787
24.6516875,38,0.572958279087978
24.6616829490291,39,0.816465547700368
24.6716783980582,39,1.05997281631276
24.6816738470874,48,1.28915612794795
24.6916692961165,59,1.48969152562874
24.7016647451456,63,1.67590296633234
24.7116601941747,55,1.83346649308153
24.7216556432039,56,1.96238210587632
24.731651092233,69,2.06264980471672
24.7416465412621,78,2.13426958960272
24.7516419902913,63,2.16291750355712
24.7616374393204,29,2.16291750355712
24.7716328883495,-7,2.13426958960272
24.7816283373786,-41,2.10562167564832
24.7916237864078,-56,2.04832584773952
24.8016192354369,-64,1.97670606285352
24.811614684466,-19,1.93373419192193
24.8216101334951,32,1.90508627796753
24.8316055825243,62,1.91941023494473
24.8416010315534,89,1.97670606285352
24.8515964805825,121,2.09129771867112
24.8615919296116,147,2.24886124542031
24.8715873786408,169,2.42074872914671
24.8815828276699,190,2.5496643419415
24.891578276699,216,2.6356080838047
24.9015737257282,244,2.6785799547363
24.9115691747573,210,2.6929039117135
24.9215646237864,125,2.72155182566789
24.9315600728155,-10,2.80749556753109
24.9415555218447,-160,3.02235492218908
24.9515509708738,-260,3.36612988964187
24.9615464199029,-298,3.76720068500345
24.971541868932,-319,4.15394752338784
24.9815373179612,-322,4.46907457688623
24.9915327669903,-291,4.68393393154422
25.0015282160194,-233,4.81284954433901
25.0115236650485,-186,4.87014537224781
25.0215191140777,-148,4.91311724317941
25.0315145631068,-110,4.92744120015661
25.0415100121359,-94,4.95608911411101
25.051505461165,-106,4.98473702806541
25.0615009101942,-141,5.027708898997
25.0714963592233,-189,5.0850047269058
25.0814918082524,-210,5.1279765978374
25.0914872572816,-223,5.1279765978374
25.1014827063107,-202,5.099328683883
25.1114781553398,-147,5.01338494201981
25.1214736043689,-99,4.88446932922501
25.1314690533981,-83,4.71258184549862
25.1414645024272,-82,4.48339853386343
25.1514599514563,-80,4.22556730827384
25.1614554004854,-58,3.93908816872985
25.1714508495146,-9,3.63828507220866
25.1814462985437,31,3.32315801871027
25.1914417475728,54,3.05100283614348
25.2014371966019,71,2.80749556753109
25.2114326456311,68,2.5783122558959
25.2214280946602,53,2.37777685821511
25.2314235436893,39,2.19156541751152
25.2414189927184,38,2.03400189076232
25.2514144417476,41,1.90508627796753
25.2614098907767,41,1.79049462214993
25.2714053398058,48,1.69022692330953
25.2814007888349,62,1.58995922446914
25.2913962378641,67,1.50401548260594
25.3013916868932,69,1.41807174074275
25.3113871359223,81,1.33212799887955
25.3213825849515,91,1.26050821399355
25.3313780339806,82,1.18888842910755
25.3413734830097,66,1.13159260119876
25.3513689320388,49,1.08862073026716
25.361364381068,31,1.08862073026716
25.3713598300971,25,1.13159260119876
25.3813552791262,24,1.20321238608475
25.3913507281553,24,1.30348008492515
25.4013461771845,47,1.41807174074275
25.4113416262136,100,1.51833943958314
25.4213370752427,162,1.58995922446914
