Time (s),Forward Acceleration (cm/s^2),Roll (deg),Smoothed Acceleration,Braking,Propulsion
15.8856787014563,-148,-1.36077591283395,-34.21277945139914,0,0
15.8956741504854,-115,-1.21753634306195,-21.462320777364965,0,0
15.9056695995146,-51,-1.07429677328996,-14.25565697977131,0,0
15.9156650485437,11,-0.916733246540764,-11.47733810505193,0,0
15.9256604975728,55,-0.730521805837172,-13.611157670613784,0,0
15.9356559466019,79,-0.529986408156379,-20.3496794944369,0,0
15.9456513956311,90,-0.300803096521188,-27.951527780920443,0,0
15.9556468446602,83,-0.0859437418631967,-30.952932116239158,0,0
15.9656422936893,65,0.128915612794795,-26.79655258329437,0,0
15.9756377427184,45,0.329451010475587,-16.67589299870701,0,0
15.9856331917476,20,0.529986408156379,-4.565041110783422,0,0
15.9956286407767,0,0.701873891882773,10.808738589774268,0,1
16.0056240898058,0,0.873761375609166,28.5836825296123,0,0
16.0156195388349,2,1.01700094538116,48.09184805997314,0,0
16.0256149878641,-1,1.14591655817596,65.59822419533093,0,0
16.0356104368932,0,1.24618425701635,83.47101859610801,0,0
16.0456058859223,13,1.33212799887955,98.3767469251738,0,0
16.0556013349514,21,1.38942382678835,108.85940791409652,0,0
16.0655967839806,25,1.41807174074275,116.7196992004214,0,0
16.0755922330097,33,1.41807174074275,121.10813381955158,0,0
16.0855876820388,51,1.40374778376555,123.0402953634142,0,0
16.095583131068,60,1.37509986981115,123.31633785588284,0,0
16.1055785800971,39,1.33212799887955,119.07721579196344,0,0
16.1155740291262,8,1.28915612794795,108.62495186752692,0,0
16.1255694781553,2,1.28915612794795,96.4147545810666,0,0
16.1355649271845,39,1.33212799887955,82.7390654374862,0,0
16.1455603762136,99,1.40374778376555,67.96235475321419,0,0
16.1555558252427,155,1.48969152562874,53.01637636185936,0,0
16.1655512742718,211,1.57563526749194,39.10004756619176,0,0
16.175546723301,281,1.63293109540074,26.988810618583933,0,0
16.1855421723301,337,1.66157900935514,16.794151622911393,0,0
16.1955376213592,343,1.64725505237794,7.883009807695764,0,0
16.2055330703883,272,1.60428318144634,-0.8442999841444809,1,0
16.2155285194175,177,1.56131131051474,-10.459625359576542,0,0
16.2255239684466,102,1.58995922446914,-21.4661940247772,0,0
16.2355194174757,102,1.60428318144634,-34.03402115562808,0,0
16.2455148665049,2,1.69022692330953,-48.111191646464285,0,0
16.255510315534,-103,1.76184670819553,-62.65784049468113,0,0
16.2655057645631,-202,1.84779045005873,-76.53351151780576,0,0
16.2755012135922,-204,1.93373419192193,-89.68547418966543,0,0
16.2854966626214,-341,2.10562167564832,-102.65254026137563,0,0
16.2954921116505,-400,2.30615707332911,-115.87691680444416,0,0
16.3054875606796,-402,2.5066924710099,-128.9175292758463,0,0
16.3154830097087,-421,2.72155182566789,-141.36956669458596,0,0
16.3254784587379,-369,2.87911535241709,-153.08271988038723,0,0
16.335473907767,-340,2.97938305125748,-163.78130874989606,0,0
16.3454693567961,-337,3.10829866405228,-172.5581100364474,0,0
16.3554648058252,-257,3.19424240591548,-179.42866203082923,0,0
16.3654602548544,-109,3.19424240591548,-185.5814854243369,0,0
16.3754557038835,-96,3.19424240591548,-191.7725429794337,0,0
16.3854511529126,-93,3.20856636289268,-197.2312623162244,0,0
16.3954466019417,-106,3.20856636289268,-200.3289768737451,0,0
16.4054420509709,-105,3.23721427684707,-200.28845500462015,0,0
16.4154375,-104,3.20856636289268,-197.46200366936935,0,0
16.4254329490291,-120,3.19424240591548,-191.22360642367937,0,0
16.4354283980582,-151,3.15127053498388,-180.90036014403665,0,0
16.4454238470874,-178,3.07965075009788,-166.8903712428174,0,0
16.4554192961165,-178,2.99370700823468,-150.52116695733153,0,0
16.4654147451456,-155,2.89343930939429,-133.7324741217086,0,0
16.4754101941748,-121,2.75019973962229,-117.50988697364372,0,0
16.4854056432039,-78,2.6069601698503,-101.31758363721669,0,0
16.495401092233,-37,2.44939664310111,-82.83138915942772,0,0
16.5053965412621,-25,2.30615707332911,-65.07769145393246,0,0
16.5153919902913,-33,2.16291750355712,-48.75528324536791,0,0
16.5253874393204,-42,2.03400189076232,-33.80044848127533,0,0
16.5353828883495,-38,1.90508627796753,-17.78694874175873,0,0
16.5453783373786,-12,1.77617066517273,-6.408888083534506,0,0
16.5553737864078,18,1.64725505237794,0.5844752995537659,0,1
16.5653692354369,36,1.53266339656034,4.6125620059339445,0,0
16.575364684466,49,1.41807174074275,5.739291943191722,0,0
16.5853601334951,60,1.30348008492515,7.324854470089083,0,0
16.5953555825243,53,1.18888842910755,11.852748646627088,0,0
16.6053510315534,38,1.05997281631276,19.0135223900859,0,0
16.6153464805825,30,0.931057203517964,27.683209132706462,0,0
16.6253419296116,32,0.816465547700368,40.87320211102836,0,0
16.6353373786408,29,0.701873891882773,55.91252349995955,0,0
16.6453328276699,15,0.601606193042377,71.30847810821615,0,0
16.655328276699,5,0.51566245117918,87.64089786857124,0,0
16.6653237257282,15,0.444042666293183,104.15986772066114,0,0
16.6753191747573,17,0.386746838384385,117.94801694261244,0,0
16.6853146237864,25,0.343774967452787,127.41448277422708,0,0
16.6953100728155,50,0.300803096521188,133.46447258147003,0,0
16.7053055218447,84,0.25783122558959,134.05316088698083,0,0
16.7153009708738,108,0.243507268612391,128.08636662210577,0,0
16.7252964199029,131,0.229183311635191,116.84364311761092,0,0
16.735291868932,143,0.214859354657992,103.09717094383734,0,0
16.7452873179612,145,0.171887483726393,88.7426215769224,0,0
16.7552827669903,139,0.128915612794795,74.3290448254688,0,0
16.7652782160194,129,0.100267698840396,59.02983080023782,0,0
16.7752736650485,97,0.0429718709315983,42.5420960837116,0,0
16.7852691140777,61,0.0,26.103060091958326,0,0
16.7952645631068,64,-0.0859437418631967,10.831072051460868,0,0
16.8052600121359,120,-0.171887483726393,-3.395071236041153,1,0
16.815255461165,187,-0.272155182566789,-16.982581711928077,0,0
16.8252509101942,240,-0.358098924429986,-30.27411719404388,0,0
16.8352463592233,255,-0.415394752338784,-44.42959070420103,0,0
16.8452418082524,158,-0.472690580247582,-58.1638315703572,0,0
16.8552372572815,22,-0.529986408156379,-70.15796507281343,0,0
16.8652327063107,-10,-0.587282236065177,-81.92876395840402,0,0
16.8752281553398,-64,-0.630254106996776,-94.31844435886464,0,0
16.8852236043689,-162,-0.673225977928374,-107.00998890120842,0,0
16.8952190533981,-234,-0.75916971979157,-119.96350993226083,0,0
16.9052145024272,-361,-0.931057203517964,-133.6671498788039,0,0
16.9152099514563,-471,-1.17456447213035,-148.03273007314414,0,0
16.9252054004854,-492,-1.46104361167434,-161.95397404242834,0,0
16.9352008495146,-475,-1.76184670819553,-175.2108994541009,0,0
16.9451962985437,-507,-1.99103001983072,-187.05087317943872,0,0
16.9551917475728,-468,-2.13426958960272,-196.7196765498424,0,0
16.9651871966019,-350,-2.17724146053432,-203.91843529862408,0,0
16.9751826456311,-225,-2.13426958960272,-208.6946476703647,0,0
16.9851780946602,-158,-2.03400189076232,-211.05929919135016,0,0
16.9951735436893,-129,-1.90508627796753,-211.5913384221368,0,0
17.0051689927184,-107,-1.76184670819553,-210.2610478153282,0,0
17.0151644417476,-75,-1.61860713842354,-206.94002129151144,0,0
17.0251598907767,-46,-1.47536756865154,-201.29948583204532,0,0
17.0351553398058,-60,-1.33212799887955,-194.5228884006207,0,0
17.0451507888349,-105,-1.23186030003915,-187.11825862418272,0,0
17.0551462378641,-127,-1.13159260119876,-178.01397540146067,0,0
17.0651416868932,-127,-1.03132490235836,-165.09506444085156,0,0
17.0751371359223,-121,-0.931057203517964,-147.80180751544185,0,0
17.0851325849515,-71,-0.75916971979157,-127.12595981787466,0,0
17.0951280339806,-57,-0.544310365133579,-104.24865795373536,0,0
17.1051234830097,-108,-0.286479139543989,-81.93574033385984,0,0
17.1151189320388,-123,-0.0286479139543989,-61.70712813426534,0,0
17.125114381068,-103,0.214859354657992,-41.56277605381285,0,0
17.1351098300971,-79,0.458366623270382,-23.523454664882006,0,0
17.1451052791262,-56,0.687549934905573,-9.958005843845733,0,0
17.1551007281553,-23,0.916733246540764,-0.670434211420257,0,0
17.1650961771845,16,1.14591655817596,2.76495503861897,0,1
17.1750916262136,44,1.38942382678835,1.18534961154264,0,0
17.1850870752427,62,1.61860713842354,-2.1323925796731027,1,0
17.1950825242718,63,1.83346649308153,-4.789553557271399,0,0
17.205077973301,58,2.03400189076232,-7.285170672041557,0,0
17.2150734223301,57,2.22021333146591,-7.096740583024856,0,0
17.2250688713592,53,2.37777685821511,-1.204398740628207,0,0
17.2350643203883,53,2.4923685140327,11.015153231102463,0,1
17.2450597694175,67,2.5639882989187,27.07422591677866,0,0
17.2550552184466,74,2.5926362128731,45.78871548618917,0,0
17.2650506674757,69,2.5783122558959,65.9621282475178,0,0
17.2750461165049,45,2.5496643419415,86.1350879974532,0,0
17.285041565534,32,2.5066924710099,102.98815375205494,0,0
17.2950370145631,24,2.43507268612391,113.46950100793728,0,0
17.3050324635922,14,2.32048103030631,117.00559469069296,0,0
17.3150279126214,-12,2.14859354657992,115.12269813584484,0,0
17.3250233616505,-38,1.97670606285352,108.77702779223644,0,0
17.3350188106796,-33,1.80481857912713,98.73353869848688,0,0
17.3450142597087,-15,1.64725505237794,88.22381027881833,0,0
17.3550097087379,-20,1.51833943958314,78.05687558041183,0,0
17.365005157767,-36,1.44671965469714,67.53412308318774,0,0
17.3750006067961,-33,1.44671965469714,57.332057351235775,0,0
17.3849960558252,13,1.48969152562874,46.92156107725569,0,0
17.3949915048544,92,1.51833943958314,35.13397811954566,0,0
17.4049869538835,189,1.56131131051474,22.08965095471897,0,0
17.4149824029126,280,1.57563526749194,9.144691838998703,0,0
17.4249778519417,347,1.58995922446914,-2.7471969920040102,1,0
17.4349733009709,383,1.57563526749194,-14.258850710093675,0,0
17.44496875,371,1.53266339656034,-25.79304174499686,0,0
17.4549641990291,312,1.50401548260594,-37.9412444222928,0,0
17.4649596480582,218,1.50401548260594,-50.73965435230106,0,0
17.4749550970874,89,1.54698735353754,-63.79840993000232,0,0
17.4849505461165,-61,1.64725505237794,-76.74223651723949,0,0
17.4949459951456,-195,1.80481857912713,-89.02795080295235,0,0
17.5049414441748,-345,2.03400189076232,-99.9687648644247,0,0
17.5149368932039,-483,2.32048103030631,-109.56778182970028,0,0
17.524932342233,-576,2.6499320407819,-118.48250243492244,0,0
17.5349277912621,-557,3.00803096521188,-127.55185847922591,0,0
17.5449232402913,-461,3.30883406173307,-136.54871005004188,0,0
17.5549186893204,-360,3.53801737336826,-145.47264943711644,0,0
17.5649141383495,-274,3.68125694314026,-154.16822578086047,0,0
17.5749095873786,-182,3.73855277104906,-163.03381730048616,0,0
17.5849050364078,-91,3.72422881407186,-172.06822351580146,0,0
17.5949004854369,-47,3.66693298616306,-180.15819157849728,0,0
17.604895934466,-57,3.56666528732266,-186.5875557770061,0,0
17.6148913834951,-119,3.48072154545947,-191.91743867356035,0,0
17.6248868325243,-187,3.40910176057347,-196.61355863097677,0,0
17.6348822815534,-210,3.35180593266467,-200.2871865727191,0,0
17.6448777305825,-184,3.30883406173307,-201.6476703888869,0,0
17.6548731796116,-152,3.23721427684707,-199.3233821830388,0,0
17.6648686286408,-146,3.13694657800668,-192.2620897415347,0,0
17.6748640776699,-159,2.99370700823468,-180.76493238802857,0,0
17.684859526699,-153,2.82181952450829,-165.62125982466537,0,0
17.6948549757282,-135,2.6069601698503,-147.24872590543944,0,0
17.7048504247573,-106,2.34912894426071,-125.6865161158657,0,0
17.7148458737864,-75,2.07697376169392,-101.94740537723338,0,0
17.7248413228155,-47,1.80481857912713,-77.79177331308975,0,0
17.7348367718447,-30,1.53266339656034,-55.28283766336075,0,0
17.7448322208738,-25,1.28915612794795,-36.581462773784445,0,0
17.7548276699029,-27,1.05997281631276,-21.92572878207625,0,0
17.764823118932,-34,0.873761375609166,-12.046229812678323,0,0
17.7748185679612,-30,0.687549934905573,-7.096106367074251,0,0
17.7848140169903,-17,0.51566245117918,-6.298715712699405,0,0
17.7948094660194,-1,0.358098924429986,-7.125982468458231,0,0
17.8048049150485,22,0.214859354657992,-6.864051280888907,0,0
17.8148003640777,40,0.0716197848859972,-3.883032458265877,0,0
17.8247958131068,55,-0.0429718709315983,2.957190423338796,0,1
17.8347912621359,67,-0.143239569771994,14.31359713696633,0,0
17.844786711165,71,-0.243507268612391,30.584226143283963,0,0
17.8547821601942,65,-0.300803096521188,50.60771478402096,0,0
17.8647776092233,54,-0.358098924429986,71.90953362476235,0,0
17.8747730582524,43,-0.401070795361584,91.20727536296484,0,0
17.8847685072815,34,-0.444042666293183,106.12756800832317,0,0
17.8947639563107,27,-0.487014537224781,115.6449749711072,0,0
17.9047594053398,17,-0.529986408156379,120.2202767899474,0,0
17.9147548543689,5,-0.544310365133579,120.31049400891044,0,0
17.9247503033981,17,-0.558634322110778,115.22494280729828,0,0
17.9347457524272,54,-0.544310365133579,105.4118779587185,0,0
17.9447412014563,94,-0.51566245117918,92.92174228180768,0,0
17.9547366504854,96,-0.472690580247582,79.38752859633502,0,0
17.9647320995146,79,-0.444042666293183,66.15307254976699,0,0
17.9747275485437,71,-0.429718709315983,53.75267842985631,0,0
17.9847229975728,77,-0.444042666293183,42.72366305012078,0,0
17.9947184466019,112,-0.458366623270382,32.851865274407864,0,0
18.0047138956311,149,-0.487014537224781,22.92595528777284,0,0
18.0147093446602,170,-0.529986408156379,12.759405649050604,0,0
18.0247047936893,179,-0.587282236065177,1.8880155835917412,0,0
18.0347002427184,180,-0.644578063973975,-10.14412557475703,1,0
18.0446956917476,196,-0.701873891882773,-22.72581485424092,0,0
18.0546911407767,205,-0.730521805837172,-35.20571247366462,0,0
18.0646865898058,176,-0.78781763374597,-47.124917891679495,0,0
18.0746820388349,97,-0.873761375609166,-58.46599016964596,0,0
18.0846774878641,-1,-1.01700094538116,-69.49201567418613,0,0
18.0946729368932,-118,-1.23186030003915,-80.14795352102173,0,0
18.1046683859223,-254,-1.50401548260594,-90.33486602186996,0,0
18.1146638349515,-381,-1.81914253610433,-99.88821943870728,0,0
18.1246592839806,-475,-2.17724146053432,-109.36678067452124,0,0
18.1346547330097,-518,-2.5496643419415,-119.25366372962894,0,0
18.1446501820388,-489,-2.86479139543989,-129.62719427392094,0,0
18.154645631068,-414,-3.12262262102948,-139.78851163105128,0,0
18.1646410800971,-325,-3.29451010475587,-149.40102833584533,0,0
18.1746365291262,-214,-3.38045384661907,-158.0863666221022,0,0
18.1846319781553,-117,-3.36612988964187,-165.1340687218092,0,0
18.1946274271845,-56,-3.29451010475587,-170.175768420556,0,0
18.2046228762136,-28,-3.16559449196108,-172.77451357899648,0,0
18.2146183252427,-28,-3.02235492218908,-173.7080341570389,0,0
18.2246137742718,-40,-2.85046743846269,-173.3708124759137,0,0
18.234609223301,-72,-2.6929039117135,-171.59398853879182,0,0
18.2446046723301,-110,-2.5496643419415,-168.2929851185562,0,0
18.2546001213592,-121,-2.42074872914671,-162.83696119955528,0,0
18.2645955703883,-134,-2.29183311635191,-155.06283268022392,0,0
18.2745910194175,-138,-2.16291750355712,-145.01547033906218,0,0
18.2845864684466,-113,-2.03400189076232,-132.3837459511953,0,0
18.2945819174757,-93,-1.87643836401313,-116.39133389203388,0,0
18.3045773665048,-86,-1.70455088028673,-97.04561824728763,0,0
18.314572815534,-82,-1.51833943958314,-74.85342816370961,0,0
18.3245682645631,-78,-1.30348008492515,-50.90871820425688,0,0
18.3345637135922,-62,-1.10294468724436,-26.762757933358863,0,0
18.3445591626214,-44,-0.902409289563565,-4.933180819496974,0,0
18.3545546116505,-32,-0.701873891882773,12.093546852702014,0,1
18.3645500606796,-34,-0.529986408156379,23.094679381183827,0,0
18.3745455097087,-22,-0.358098924429986,28.316994722414044,0,0
18.3845409587379,9,-0.186211440703593,27.931731183036053,0,0
18.394536407767,50,0.0,23.08305963894726,0,0
18.4045318567961,74,0.200535397680792,17.05017101179897,0,0
18.4145273058252,85,0.415394752338784,12.928696006703056,0,0
18.4245227548544,79,0.630254106996776,12.464449930914292,0,0
18.4345182038835,71,0.816465547700368,17.374527169356263,0,0
18.4445136529126,80,0.974029074449562,28.94742802781151,0,0
18.4545091019417,86,1.10294468724436,46.0552673899695,0,0
18.4645045509709,85,1.21753634306195,65.15658338806465,0,0
18.4745,76,1.30348008492515,84.2292464155376,0,0
18.4844954490291,66,1.37509986981115,100.39695123331192,0,0
18.4944908980582,66,1.43239569771994,112.6666289157042,0,0
18.5044863470874,79,1.48969152562874,121.11452128019616,0,0
18.5144817961165,99,1.51833943958314,125.89490135675456,0,0
18.5244772451456,114,1.48969152562874,126.22569027609588,0,0
18.5344726941748,111,1.43239569771994,121.64767038889624,0,0
18.5444681432039,71,1.33212799887955,113.77208996804954,0,0
18.554463592233,42,1.21753634306195,104.45294344151546,0,0
18.5644590412621,22,1.08862073026716,95.05952569706028,0,0
18.5744544902913,-4,0.959705117472363,85.8282633808141,0,0
18.5844499393204,-43,0.873761375609166,76.67340143603725,0,0
18.5944453883495,-35,0.845113461654767,67.140071122781,0,0
18.6044408373786,24,0.902409289563565,56.61208634396501,0,0
18.6144362864078,92,0.988353031426762,44.72468232575533,0,0
18.6244317354369,144,1.10294468724436,31.37210355840088,0,0
18.634427184466,209,1.23186030003915,17.775532854649263,0,0
18.6444226334951,281,1.34645195585675,4.593965888241566,0,0
18.6544180825243,317,1.44671965469714,-8.165530363087662,1,0
18.6644135315534,300,1.53266339656034,-21.30816100024664,0,0
18.6744089805825,241,1.60428318144634,-35.26863575618515,0,0
18.6844044296116,146,1.67590296633234,-50.2665066026352,0,0
18.6943998786408,-14,1.77617066517273,-65.79258873359899,0,0
18.7043953276699,-190,1.93373419192193,-80.65195134656699,0,0
18.714390776699,-297,2.16291750355712,-94.59783913564328,0,0
18.7243862257282,-377,2.44939664310111,-107.704319463622,0,0
18.7343816747573,-378,2.79317161055389,-120.131214750037,0,0
18.7443771237864,-366,3.15127053498388,-131.57892590997133,0,0
18.7543725728155,-366,3.43774967452787,-136.75741239890593,0,0
18.7643680218447,-345,3.60963715825426,-142.6744207116643,0,0
18.7743634708738,-293,3.68125694314026,-148.74846542388812,0,0
18.7843589199029,-203,3.70990485709466,-154.80393666898925,0,0
18.794354368932,-119,3.66693298616306,-160.89648689662675,0,0
18.8043498179612,-87,3.62396111523146,-167.4716981131881,0,0
18.8143452669903,-111,3.59531320127706,-173.73415026385896,0,0
18.8243407160194,-151,3.60963715825426,-179.04262837208273,0,0
18.8343361650485,-195,3.66693298616306,-184.1031733447882,0,0
18.8443316140777,-215,3.73855277104906,-190.14729665448877,0,0
18.8543270631068,-209,3.78152464198065,-196.3930779858885,0,0
18.8643225121359,-190,3.79584859895785,-200.84769756957056,0,0
18.874317961165,-176,3.78152464198065,-202.09927744680436,0,0
18.8843134101942,-187,3.72422881407186,-200.17619878137612,0,0
18.8943088592233,-198,3.65260902918586,-194.3966567758953,0,0
18.9043043082524,-191,3.53801737336826,-184.62388729074388,0,0
18.9142997572815,-162,3.42342571755067,-171.6587918185943,0,0
18.9242952063107,-119,3.29451010475587,-156.55924256493228,0,0
18.9342906553398,-75,3.15127053498388,-140.3916963011456,0,0
18.9442861043689,-43,2.97938305125748,-124.68348093953108,0,0
18.9542815533981,-29,2.82181952450829,-112.24347097328186,0,0
18.9642770024272,-22,2.6642559977591,-104.57616254047564,0,0
18.9742724514563,-17,2.5066924710099,-100.32091327095702,0,0
18.9842679004854,-14,2.37777685821511,-98.98747423496545,0,0
18.9942633495146,-24,2.24886124542031,-98.09302588958968,0,0
22.0028935072816,-224,-4.12529960943344,-96.89793653309248,0,0
22.0128889563107,-186,-4.16827148036504,-95.77689188881982,0,0
22.0228844053398,-148,-4.19691939431944,-94.47466533782224,0,0
22.0328798543689,-108,-4.19691939431944,-91.97032775373228,0,0
22.0428753033981,-74,-4.16827148036504,-86.9132936193244,0,0
22.0528707524272,-60,-4.13962356641064,-79.42333914697029,0,0
22.0628662014563,-67,-4.08232773850184,-70.95055380641995,0,0
22.0728616504854,-94,-4.02503191059304,-63.32292917166127,0,0
22.0828570995146,-111,-3.95341212570705,-57.09141769914846,0,0
22.0928525485437,-106,-3.88179234082105,-52.34730118461867,0,0
22.1028479975728,-80,-3.78152464198065,-48.4133049446137,0,0
22.1128434466019,-59,-3.68125694314026,-44.42612516704276,0,0
22.1228388956311,-62,-3.53801737336826,-40.39516183831552,0,0
22.1328343446602,-68,-3.35180593266467,-36.94545742825,0,0
22.1428297936893,-72,-3.12262262102948,-34.97225305216017,0,0
22.1528252427184,-57,-2.83614348148549,-34.235973634732915,0,0
22.1628206917476,-34,-2.5210164279871,-34.06829146752644,0,0
22.1728161407767,-20,-2.23453728844311,-33.37443656707578,0,0
22.1828115898058,-15,-1.94805814889912,-31.4107001291046,0,0
22.1928070388349,-6,-1.69022692330953,-28.513126005115723,0,0
22.2028024878641,12,-1.46104361167434,-25.275566830502864,0,0
22.2127979368932,36,-1.24618425701635,-21.58538132233776,0,0
22.2227933859223,58,-1.05997281631276,-16.772950689707923,0,0
22.2327888349515,73,-0.859437418631967,-10.778341525288134,0,0
22.2427842839806,73,-0.673225977928374,-4.024009603841088,0,0
22.2527797330097,57,-0.487014537224781,4.161181453713057,0,1
22.2627751820388,36,-0.286479139543989,9.403633151372643,0,0
22.272770631068,23,-0.0859437418631967,19.83365421640122,0,0
22.2827660800971,8,0.100267698840396,35.16460168972841,0,0
22.2927615291262,-6,0.300803096521188,53.11368320912654,0,0
22.3027569781553,-8,0.501338494201981,70.54941221770912,0,0
22.3127524271845,-2,0.673225977928374,85.56784978141212,0,0
22.3227478762136,12,0.845113461654767,98.01662551812043,0,0
22.3327433252427,24,0.974029074449562,107.17565516771504,0,0
22.3427387742718,27,1.07429677328996,111.71929149016808,0,0
22.352734223301,23,1.11726864422156,111.5046546920526,0,0
22.3627296723301,11,1.14591655817596,107.78900994358762,0,0
22.3727251213592,12,1.13159260119876,101.86219393416567,0,0
22.3827205703883,33,1.07429677328996,94.16238193389476,0,0
22.3927160194175,63,0.988353031426762,85.17676504563104,0,0
22.4027114684466,86,0.902409289563565,74.85034768623565,0,0
22.4127069174757,106,0.816465547700368,64.0358332011976,0,0
