Time (s),Forward Acceleration (cm/s^2),Roll (deg),Batch,Leg,Roll_diff
15.5058516383495,117,-0.816465547700368,0,,
15.5158470873786,85,-0.888085332586366,0,,-0.07161978488599796
15.5258425364078,77,-0.974029074449562,0,,-0.08594374186319598
15.5358379854369,107,-1.04564885933556,0,,-0.07161978488599796
15.545833434466,160,-1.11726864422156,0,,-0.07161978488600007
15.5558288834951,198,-1.17456447213035,0,,-0.057295827908790065
15.5658243325243,212,-1.21753634306195,0,,-0.04297187093159982
15.5758197815534,212,-1.26050821399355,0,,-0.04297187093160004
15.5858152305825,193,-1.26050821399355,0,,0.0
15.5958106796116,134,-1.28915612794795,0,,-0.02864791395440003
15.6058061286408,28,-1.33212799887955,0,,-0.04297187093160004
15.6158015776699,-79,-1.37509986981115,0,,-0.04297187093160004
15.625797026699,-176,-1.44671965469714,0,,-0.07161978488598986
15.6357924757282,-281,-1.57563526749194,0,,-0.12891561279480013
15.6457879247573,-408,-1.77617066517273,0,,-0.20053539768078998
15.6557833737864,-484,-2.09129771867112,0,,-0.3151270534983899
15.6657788228155,-555,-2.5066924710099,0,,-0.4153947523387802
15.6757742718447,-622,-2.89343930939429,0,,-0.38674683838438995
15.6857697208738,-606,-3.16559449196108,0,,-0.27215518256678983
15.6957651699029,-482,-3.33748197568747,0,,-0.17188748372638996
15.705760618932,-303,-3.40910176057347,0,Right,-0.07161978488600029
15.7157560679612,-156,-3.38045384661907,0,Right,0.02864791395440003
15.7257515169903,-81,-3.28018614777867,0,Right,0.10026769884040032
15.7357469660194,-61,-3.16559449196108,0,Right,0.1145916558175899
15.7457424150485,-57,-3.03667887916628,0,Right,0.1289156127947999
15.7557378640777,-51,-2.89343930939429,0,Right,0.14323956977198993
15.7657333131068,-65,-2.75019973962229,0,Right,0.14323956977200014
15.7757287621359,-115,-2.6069601698503,0,Right,0.14323956977198993
15.785724211165,-172,-2.4923685140327,0,Right,0.11459165581760011
15.7957196601942,-208,-2.42074872914671,0,Right,0.07161978488599008
15.8057151092233,-197,-2.37777685821511,0,Right,0.04297187093159982
15.8157105582524,-154,-2.34912894426071,0,Right,0.02864791395440003
15.8257060072816,-117,-2.27750915937471,0,Right,0.07161978488599985
15.8357014563107,-90,-2.16291750355712,0,Right,0.1145916558175899
15.8456969053398,-95,-2.03400189076232,0,Right,0.12891561279480035
15.8556923543689,-111,-1.86211440703593,0,Right,0.17188748372638996
15.8656878033981,-124,-1.69022692330953,0,Right,0.17188748372639995
15.8756832524272,-136,-1.51833943958314,0,Right,0.17188748372638996
15.8856787014563,-148,-1.36077591283395,0,Right,0.15756352674918994
15.8956741504854,-115,-1.21753634306195,0,Right,0.14323956977200014
15.9056695995146,-51,-1.07429677328996,0,Right,0.14323956977198993
15.9156650485437,11,-0.916733246540764,0,Right,0.15756352674919594
15.9256604975728,55,-0.730521805837172,0,Right,0.18621144070359208
15.9356559466019,79,-0.529986408156379,0,Right,0.20053539768079298
15.9456513956311,90,-0.300803096521188,0,Right,0.229183311635191
15.9556468446602,83,-0.0859437418631967,0,Right,0.21485935465799127
15.9656422936893,65,0.128915612794795,0,Right,0.2148593546579917
15.9756377427184,45,0.329451010475587,0,,0.200535397680792
15.9856331917476,20,0.529986408156379,0,,0.20053539768079198
15.9956286407767,0,0.701873891882773,0,,0.17188748372639406
16.0056240898058,0,0.873761375609166,0,,0.17188748372639295
16.0156195388349,2,1.01700094538116,0,,0.14323956977199392
16.0256149878641,-1,1.14591655817596,0,,0.12891561279480013
16.0356104368932,0,1.24618425701635,0,,0.10026769884038989
16.0456058859223,13,1.33212799887955,0,,0.08594374186320008
16.0556013349514,21,1.38942382678835,0,,0.05729582790880006
16.0655967839806,25,1.41807174074275,0,,0.02864791395440003
16.0755922330097,33,1.41807174074275,0,,0.0
16.0855876820388,51,1.40374778376555,0,,-0.014323956977200014
16.095583131068,60,1.37509986981115,0,,-0.02864791395440003
16.1055785800971,39,1.33212799887955,0,,-0.04297187093160004
16.1155740291262,8,1.28915612794795,0,,-0.04297187093160004
16.1255694781553,2,1.28915612794795,0,,0.0
16.1355649271845,39,1.33212799887955,0,,0.04297187093160004
16.1455603762136,99,1.40374778376555,0,,0.07161978488600007
16.1555558252427,155,1.48969152562874,0,,0.08594374186318987
16.1655512742718,211,1.57563526749194,0,,0.08594374186320008
16.175546723301,281,1.63293109540074,0,,0.05729582790880006
16.1855421723301,337,1.66157900935514,0,,0.028647913954399806
16.1955376213592,343,1.64725505237794,0,,-0.014323956977200014
16.2055330703883,272,1.60428318144634,0,,-0.04297187093159982
16.2155285194175,177,1.56131131051474,0,,-0.04297187093160004
16.2255239684466,102,1.58995922446914,0,,0.02864791395440003
16.2355194174757,102,1.60428318144634,0,,0.014323956977200014
16.2455148665049,2,1.69022692330953,0,,0.08594374186318987
16.255510315534,-103,1.76184670819553,0,,0.07161978488600007
16.2655057645631,-202,1.84779045005873,0,,0.08594374186320008
16.2755012135922,-204,1.93373419192193,0,,0.08594374186319986
16.2854966626214,-341,2.10562167564832,0,,0.17188748372639018
16.2954921116505,-400,2.30615707332911,0,,0.20053539768078998
16.3054875606796,-402,2.5066924710099,0,,0.20053539768078998
16.3154830097087,-421,2.72155182566789,0,,0.21485935465798978
16.3254784587379,-369,2.87911535241709,0,,0.15756352674919993
16.335473907767,-340,2.97938305125748,0,,0.10026769884039011
16.3454693567961,-337,3.10829866405228,0,,0.1289156127947999
16.3554648058252,-257,3.19424240591548,0,Left,0.08594374186320008
16.3654602548544,-109,3.19424240591548,0,Left,0.0
16.3754557038835,-96,3.19424240591548,0,Left,0.0
16.3854511529126,-93,3.20856636289268,0,Left,0.014323956977200236
16.3954466019417,-106,3.20856636289268,0,Left,0.0
16.4054420509709,-105,3.23721427684707,0,Left,0.028647913954389814
16.4154375,-104,3.20856636289268,0,Left,-0.028647913954389814
16.4254329490291,-120,3.19424240591548,0,Left,-0.014323956977200236
16.4354283980582,-151,3.15127053498388,0,Left,-0.04297187093159982
16.4454238470874,-178,3.07965075009788,0,Left,-0.07161978488600029
16.4554192961165,-178,2.99370700823468,0,Left,-0.08594374186319964
16.4654147451456,-155,2.89343930939429,0,Left,-0.10026769884039011
16.4754101941748,-121,2.75019973962229,0,Left,-0.14323956977200014
16.4854056432039,-78,2.6069601698503,0,Left,-0.14323956977198993
16.495401092233,-37,2.44939664310111,0,Left,-0.15756352674919016
16.5053965412621,-25,2.30615707332911,0,Left,-0.1432395697719997
16.5153919902913,-33,2.16291750355712,0,Left,-0.14323956977198993
16.5253874393204,-42,2.03400189076232,0,Left,-0.12891561279480035
16.5353828883495,-38,1.90508627796753,0,Left,-0.1289156127947899
16.5453783373786,-12,1.77617066517273,0,Left,-0.1289156127947999
16.5553737864078,18,1.64725505237794,0,Left,-0.12891561279479014
16.5653692354369,36,1.53266339656034,0,Left,-0.11459165581759989
16.575364684466,49,1.41807174074275,0,Left,-0.1145916558175899
16.5853601334951,60,1.30348008492515,0,Left,-0.11459165581760011
16.5953555825243,53,1.18888842910755,0,Left,-0.11459165581759989
16.6053510315534,38,1.05997281631276,0,Left,-0.12891561279479014
16.6153464805825,30,0.931057203517964,0,Left,-0.12891561279479602
16.6253419296116,32,0.816465547700368,0,Left,-0.1145916558175959
16.6353373786408,29,0.701873891882773,0,Left,-0.114591655817595
16.6453328276699,15,0.601606193042377,0,Left,-0.1002676988403961
16.655328276699,5,0.51566245117918,0,Left,-0.08594374186319698
16.6653237257282,15,0.444042666293183,0,Left,-0.07161978488599696
16.6753191747573,17,0.386746838384385,0,Left,-0.057295827908798
16.6853146237864,25,0.343774967452787,0,Left,-0.04297187093159799
16.6953100728155,50,0.300803096521188,0,Left,-0.04297187093159904
16.7053055218447,84,0.25783122558959,0,Left,-0.04297187093159799
16.7153009708738,108,0.243507268612391,0,Left,-0.014323956977198987
16.7252964199029,131,0.229183311635191,0,Left,-0.014323956977199986
16.735291868932,143,0.214859354657992,0,Left,-0.014323956977199015
16.7452873179612,145,0.171887483726393,0,Left,-0.04297187093159899
16.7552827669903,139,0.128915612794795,0,Left,-0.042971870931598016
16.7652782160194,129,0.100267698840396,0,Left,-0.028647913954398987
16.7752736650485,97,0.0429718709315983,0,Left,-0.057295827908797704
16.7852691140777,61,0.0,0,Left,-0.0429718709315983
16.7952645631068,64,-0.0859437418631967,0,,-0.0859437418631967
16.8052600121359,120,-0.171887483726393,0,,-0.08594374186319631
16.815255461165,187,-0.272155182566789,0,,-0.10026769884039599
16.8252509101942,240,-0.358098924429986,0,,-0.08594374186319698
16.8352463592233,255,-0.415394752338784,0,,-0.057295827908798
16.8452418082524,158,-0.472690580247582,0,,-0.057295827908798
16.8552372572815,22,-0.529986408156379,0,,-0.057295827908797003
16.8652327063107,-10,-0.587282236065177,0,,-0.05729582790879806
16.8752281553398,-64,-0.630254106996776,0,,-0.04297187093159893
16.8852236043689,-162,-0.673225977928374,0,,-0.042971870931598044
16.8952190533981,-234,-0.75916971979157,0,,-0.08594374186319598
16.9052145024272,-361,-0.931057203517964,0,,-0.17188748372639395
16.9152099514563,-471,-1.17456447213035,0,,-0.24350726861238614
16.9252054004854,-492,-1.46104361167434,0,,-0.28647913954398985
16.9352008495146,-475,-1.76184670819553,0,,-0.3008030965211901
16.9451962985437,-507,-1.99103001983072,0,,-0.22918331163519
16.9551917475728,-468,-2.13426958960272,0,,-0.14323956977200014
16.9651871966019,-350,-2.17724146053432,0,Right,-0.04297187093159982
16.9751826456311,-225,-2.13426958960272,0,Right,0.04297187093159982
16.9851780946602,-158,-2.03400189076232,0,Right,0.10026769884040032
16.9951735436893,-129,-1.90508627796753,0,Right,0.1289156127947899
17.0051689927184,-107,-1.76184670819553,0,Right,0.14323956977199992
17.0151644417476,-75,-1.61860713842354,0,Right,0.14323956977198993
17.0251598907767,-46,-1.47536756865154,0,Right,0.14323956977200014
17.0351553398058,-60,-1.33212799887955,0,Right,0.14323956977198993
17.0451507888349,-105,-1.23186030003915,0,Right,0.1002676988404001
17.0551462378641,-127,-1.13159260119876,0,Right,0.10026769884038989
17.0651416868932,-127,-1.03132490235836,0,Right,0.1002676988404001
17.0751371359223,-121,-0.931057203517964,0,Right,0.10026769884039599
17.0851325849515,-71,-0.75916971979157,0,Right,0.17188748372639395
17.0951280339806,-57,-0.544310365133579,0,Right,0.214859354657991
17.1051234830097,-108,-0.286479139543989,0,Right,0.25783122558959
17.1151189320388,-123,-0.0286479139543989,0,Right,0.2578312255895901
17.125114381068,-103,0.214859354657992,0,Right,0.2435072686123909
17.1351098300971,-79,0.458366623270382,0,,0.24350726861239003
17.1451052791262,-56,0.687549934905573,0,,0.229183311635191
17.1551007281553,-23,0.916733246540764,0,,0.229183311635191
17.1650961771845,16,1.14591655817596,0,,0.229183311635196
